Board_ID,Difficulty,Algorithm,Threads,Rep,Time_s,Correct
easy_008,Easy,OpenMP,16,5,0.007745028,1
easy_008,Easy,OMP-BranchBoundMRV,4,1,0.000924110,1
easy_008,Easy,OMP-BranchBoundMRV,4,2,0.000775099,1
easy_008,Easy,OMP-BranchBoundMRV,4,3,0.000879049,1
easy_008,Easy,OMP-BranchBoundMRV,4,4,0.000774860,1
easy_008,Easy,OMP-BranchBoundMRV,4,5,0.000773907,1
easy_008,Easy,OMP-BranchBoundMRV,8,1,0.000839949,1
easy_008,Easy,OMP-BranchBoundMRV,8,2,0.001322031,1
easy_008,Easy,OMP-BranchBoundMRV,8,3,0.001874924,1
easy_008,Easy,OMP-BranchBoundMRV,8,4,0.000938892,1
easy_008,Easy,OMP-BranchBoundMRV,8,5,0.000867844,1
easy_008,Easy,OMP-BranchBoundMRV,16,1,0.029124022,1
easy_008,Easy,OMP-BranchBoundMRV,16,2,0.032531977,1
easy_008,Easy,OMP-BranchBoundMRV,16,3,0.022260189,1
easy_008,Easy,OMP-BranchBoundMRV,16,4,0.057744026,1
easy_008,Easy,OMP-BranchBoundMRV,16,5,0.017027855,1
easy_009,Easy,Serial,1,1,0.000131833,1
easy_009,Easy,Serial,1,2,0.000130333,1
easy_009,Easy,Serial,1,3,0.000094958,1
easy_009,Easy,Serial,1,4,0.000121250,1
easy_009,Easy,Serial,1,5,0.000094541,1
easy_009,Easy,Serial-MRV,1,1,0.000549292,1
easy_009,Easy,Serial-MRV,1,2,0.000612750,1
easy_009,Easy,Serial-MRV,1,3,0.000555500,1
easy_009,Easy,Serial-MRV,1,4,0.000523541,1
easy_009,Easy,Serial-MRV,1,5,0.000613833,1
easy_009,Easy,BranchBound,1,1,0.000093375,1
easy_009,Easy,BranchBound,1,2,0.000092292,1
easy_009,Easy,BranchBound,1,3,0.000094958,1
easy_009,Easy,BranchBound,1,4,0.000130333,1
easy_009,Easy,BranchBound,1,5,0.000096375,1
easy_009,Easy,BranchBoundMRV,1,1,0.000607708,1
easy_009,Easy,BranchBoundMRV,1,2,0.000685041,1
