Board_ID,Difficulty,Algorithm,Threads,Rep,Time_s,Nodes,Correct
easy_002,Easy,Serial,1,2,0.001444167,3442,1
easy_002,Easy,Serial,1,3,0.001421083,3442,1
easy_002,Easy,Serial,1,4,0.001468291,3442,1
easy_002,Easy,Serial,1,5,0.001523667,3442,1
easy_002,Easy,Serial-MRV,1,1,0.000685625,53,1
easy_002,Easy,Serial-MRV,1,2,0.000725208,53,1
easy_002,Easy,Serial-MRV,1,3,0.000748875,53,1
easy_002,Easy,Serial-MRV,1,4,0.000785792,53,1
easy_002,Easy,Serial-MRV,1,5,0.000775167,53,1
easy_002,Easy,BranchBound,1,1,0.001430334,3442,1
easy_002,Easy,BranchBound,1,2,0.001447375,3442,1
easy_002,Easy,BranchBound,1,3,0.001467125,3442,1
easy_002,Easy,BranchBound,1,4,0.001429959,3442,1
easy_002,Easy,BranchBound,1,5,0.001565750,3442,1
easy_002,Easy,BranchBoundMRV,1,1,0.000754833,53,1
easy_002,Easy,BranchBoundMRV,1,2,0.000726083,53,1
easy_002,Easy,BranchBoundMRV,1,3,0.000820792,53,1
easy_002,Easy,BranchBoundMRV,1,4,0.000775750,53,1
easy_002,Easy,BranchBoundMRV,1,5,0.000718125,53,1
easy_002,Easy,OpenMP,4,1,0.000840902,53,1
easy_002,Easy,OpenMP,4,2,0.000766993,53,1
easy_002,Easy,OpenMP,4,3,0.001192093,53,1
easy_002,Easy,OpenMP,4,4,0.000777006,53,1
easy_002,Easy,OpenMP,4,5,0.000921965,53,1
easy_002,Easy,OpenMP,8,1,0.000800848,53,1
easy_002,Easy,OpenMP,8,2,0.002142906,53,1
easy_002,Easy,OpenMP,8,3,0.000790834,53,1
easy_002,Easy,OpenMP,8,4,0.001049995,53,1
easy_002,Easy,OpenMP,8,5,0.002334833,53,1
easy_002,Easy,OpenMP,16,1,0.009127140,53,1
easy_002,Easy,OpenMP,16,2,0.014221191,53,1
easy_002,Easy,OpenMP,16,3,0.005433083,53,1
easy_002,Easy,OpenMP,16,4,0.015711069,53,1
easy_002,Easy,OpenMP,16,5,0.033579826,53,1
easy_002,Easy,OMP-BranchBoundMRV,4,1,0.000868082,53,1
easy_002,Easy,OMP-BranchBoundMRV,4,2,0.000867128,53,1
easy_002,Easy,OMP-BranchBoundMRV,4,3,0.000854969,53,1
easy_002,Easy,OMP-BranchBoundMRV,4,4,0.000858068,53,1
easy_002,Easy,OMP-BranchBoundMRV,4,5,0.000854015,53,1
easy_002,Easy,OMP-BranchBoundMRV,8,1,0.000866890,53,1
easy_002,Easy,OMP-BranchBoundMRV,8,2,0.000849009,53,1
easy_002,Easy,OMP-BranchBoundMRV,8,3,0.000851154,53,1
easy_002,Easy,OMP-BranchBoundMRV,8,4,0.000845909,53,1
easy_002,Easy,OMP-BranchBoundMRV,8,5,0.000856876,53,1
easy_002,Easy,OMP-BranchBoundMRV,16,1,0.039772987,53,1
easy_002,Easy,OMP-BranchBoundMRV,16,2,0.021713018,53,1
easy_002,Easy,OMP-BranchBoundMRV,16,3,0.025822878,53,1
easy_002,Easy,OMP-BranchBoundMRV,16,4,0.012362003,53,1
easy_002,Easy,OMP-BranchBoundMRV,16,5,0.015786886,53,1
easy_003,Easy,Serial,1,1,0.012941875,28736,1
easy_003,Easy,Serial,1,2,0.013148583,28736,1
easy_003,Easy,Serial,1,3,0.012793417,28736,1
easy_003,Easy,Serial,1,4,0.012962750,28736,1
easy_003,Easy,Serial,1,5,0.013300625,28736,1
easy_003,Easy,Serial-MRV,1,1,0.000938459,70,1
easy_003,Easy,Serial-MRV,1,2,0.001004250,70,1
easy_003,Easy,Serial-MRV,1,3,0.000932167,70,1
easy_003,Easy,Serial-MRV,1,4,0.000997500,70,1
easy_003,Easy,Serial-MRV,1,5,0.000958458,70,1
easy_003,Easy,BranchBound,1,1,0.012445709,28736,1
easy_003,Easy,BranchBound,1,2,0.012650833,28736,1
easy_003,Easy,BranchBound,1,3,0.012588625,28736,1
easy_003,Easy,BranchBound,1,4,0.012668500,28736,1
easy_003,Easy,BranchBound,1,5,0.012208333,28736,1
easy_003,Easy,BranchBoundMRV,1,1,0.001337541,70,1
easy_003,Easy,BranchBoundMRV,1,2,0.001116875,70,1
easy_003,Easy,BranchBoundMRV,1,3,0.001053208,70,1
easy_003,Easy,BranchBoundMRV,1,4,0.001068875,70,1
easy_003,Easy,BranchBoundMRV,1,5,0.001052542,70,1
easy_003,Easy,OpenMP,4,1,0.001231909,196,1
easy_003,Easy,OpenMP,4,2,0.001219988,196,1
easy_003,Easy,OpenMP,4,3,0.001209974,196,1
easy_003,Easy,OpenMP,4,4,0.001236916,193,1
easy_003,Easy,OpenMP,4,5,0.001226187,197,1
easy_003,Easy,OpenMP,8,1,0.002573967,285,1
easy_003,Easy,OpenMP,8,2,0.002603054,288,1
easy_003,Easy,OpenMP,8,3,0.002305031,182,1
easy_003,Easy,OpenMP,8,4,0.001642942,165,1
easy_003,Easy,OpenMP,8,5,0.001219988,147,1
easy_003,Easy,OpenMP,16,1,0.036169052,172,1
easy_003,Easy,OpenMP,16,2,0.046150923,163,1
easy_003,Easy,OpenMP,16,3,0.007037878,146,1
easy_003,Easy,OpenMP,16,4,0.075986147,348,1
easy_003,Easy,OpenMP,16,5,0.010391951,348,1
easy_003,Easy,OMP-BranchBoundMRV,4,1,0.001641989,172,1
easy_003,Easy,OMP-BranchBoundMRV,4,2,0.001380920,196,1
easy_003,Easy,OMP-BranchBoundMRV,4,3,0.001356840,196,1
easy_003,Easy,OMP-BranchBoundMRV,4,4,0.001353025,196,1
easy_003,Easy,OMP-BranchBoundMRV,4,5,0.001347065,196,1
easy_003,Easy,OMP-BranchBoundMRV,8,1,0.002798080,280,1
easy_003,Easy,OMP-BranchBoundMRV,8,2,0.001347065,173,1
easy_003,Easy,OMP-BranchBoundMRV,8,3,0.003203154,286,1
easy_003,Easy,OMP-BranchBoundMRV,8,4,0.001351118,140,1
easy_003,Easy,OMP-BranchBoundMRV,8,5,0.002242088,247,1
easy_003,Easy,OMP-BranchBoundMRV,16,1,0.027179003,211,1
easy_003,Easy,OMP-BranchBoundMRV,16,2,0.020020962,118,1
easy_003,Easy,OMP-BranchBoundMRV,16,3,0.007381916,191,1
easy_003,Easy,OMP-BranchBoundMRV,16,4,0.005631208,148,1
easy_003,Easy,OMP-BranchBoundMRV,16,5,0.013221979,147,1
easy_004,Easy,Serial,1,1,0.001078709,2500,1
easy_004,Easy,Serial,1,2,0.001070041,2500,1
easy_004,Easy,Serial,1,3,0.001080875,2500,1
easy_004,Easy,Serial,1,4,0.001071917,2500,1
easy_004,Easy,Serial,1,5,0.001108209,2500,1
easy_004,Easy,Serial-MRV,1,1,0.000677708,53,1
easy_004,Easy,Serial-MRV,1,2,0.000663833,53,1
easy_004,Easy,Serial-MRV,1,3,0.000663458,53,1
easy_004,Easy,Serial-MRV,1,4,0.000681375,53,1
easy_004,Easy,Serial-MRV,1,5,0.000663375,53,1
easy_004,Easy,BranchBound,1,1,0.001094750,2500,1
easy_004,Easy,BranchBound,1,2,0.001073833,2500,1
easy_004,Easy,BranchBound,1,3,0.001087292,2500,1
easy_004,Easy,BranchBound,1,4,0.001090458,2500,1
easy_004,Easy,BranchBound,1,5,0.001067708,2500,1
easy_004,Easy,BranchBoundMRV,1,1,0.000730583,53,1
easy_004,Easy,BranchBoundMRV,1,2,0.000725708,53,1
easy_004,Easy,BranchBoundMRV,1,3,0.000725500,53,1
easy_004,Easy,BranchBoundMRV,1,4,0.000725042,53,1
easy_004,Easy,BranchBoundMRV,1,5,0.000724667,53,1
easy_004,Easy,OpenMP,4,1,0.000797033,53,1
easy_004,Easy,OpenMP,4,2,0.000792027,53,1
easy_004,Easy,OpenMP,4,3,0.000796080,53,1
easy_004,Easy,OpenMP,4,4,0.000782013,53,1
easy_004,Easy,OpenMP,4,5,0.000785828,53,1
easy_004,Easy,OpenMP,8,1,0.001257896,53,1
easy_004,Easy,OpenMP,8,2,0.000822067,53,1
easy_004,Easy,OpenMP,8,3,0.000806093,53,1
easy_004,Easy,OpenMP,8,4,0.001781940,53,1
easy_004,Easy,OpenMP,8,5,0.000783920,53,1
easy_004,Easy,OpenMP,16,1,0.043431044,53,1
easy_004,Easy,OpenMP,16,2,0.021345854,53,1
easy_004,Easy,OpenMP,16,3,0.015652895,53,1
easy_004,Easy,OpenMP,16,4,0.028347969,53,1
easy_004,Easy,OpenMP,16,5,0.016911030,53,1
easy_004,Easy,OMP-BranchBoundMRV,4,1,0.000972033,53,1
easy_004,Easy,OMP-BranchBoundMRV,4,2,0.000915051,53,1
easy_004,Easy,OMP-BranchBoundMRV,4,3,0.000930071,53,1
easy_004,Easy,OMP-BranchBoundMRV,4,4,0.001074791,53,1
easy_004,Easy,OMP-BranchBoundMRV,4,5,0.001054049,53,1
easy_004,Easy,OMP-BranchBoundMRV,8,1,0.000920057,53,1
easy_004,Easy,OMP-BranchBoundMRV,8,2,0.001042128,53,1
easy_004,Easy,OMP-BranchBoundMRV,8,3,0.000884056,53,1
easy_004,Easy,OMP-BranchBoundMRV,8,4,0.001402140,53,1
easy_004,Easy,OMP-BranchBoundMRV,8,5,0.000988960,53,1
easy_004,Easy,OMP-BranchBoundMRV,16,1,0.007349014,53,1
easy_004,Easy,OMP-BranchBoundMRV,16,2,0.004515886,53,1
easy_004,Easy,OMP-BranchBoundMRV,16,3,0.010173082,53,1
easy_004,Easy,OMP-BranchBoundMRV,16,4,0.009389162,53,1
easy_004,Easy,OMP-BranchBoundMRV,16,5,0.026237965,53,1
easy_005,Easy,Serial,1,1,0.000278833,554,1
easy_005,Easy,Serial,1,2,0.000241042,554,1
easy_005,Easy,Serial,1,3,0.000237458,554,1
easy_005,Easy,Serial,1,4,0.000237209,554,1
easy_005,Easy,Serial,1,5,0.000237250,554,1
easy_005,Easy,Serial-MRV,1,1,0.000859708,71,1
easy_005,Easy,Serial-MRV,1,2,0.000886625,71,1
easy_005,Easy,Serial-MRV,1,3,0.000938875,71,1
easy_005,Easy,Serial-MRV,1,4,0.000853750,71,1
easy_005,Easy,Serial-MRV,1,5,0.000852291,71,1
easy_005,Easy,BranchBound,1,1,0.000244875,554,1
easy_005,Easy,BranchBound,1,2,0.000238833,554,1
easy_005,Easy,BranchBound,1,3,0.000238500,554,1
easy_005,Easy,BranchBound,1,4,0.000238458,554,1
easy_005,Easy,BranchBound,1,5,0.000239083,554,1
easy_005,Easy,BranchBoundMRV,1,1,0.001043125,71,1
easy_005,Easy,BranchBoundMRV,1,2,0.000975625,71,1
easy_005,Easy,BranchBoundMRV,1,3,0.000978709,71,1
easy_005,Easy,BranchBoundMRV,1,4,0.000979375,71,1
easy_005,Easy,BranchBoundMRV,1,5,0.001009542,71,1
easy_005,Easy,OpenMP,4,1,0.001033068,71,1
easy_005,Easy,OpenMP,4,2,0.001025200,71,1
easy_005,Easy,OpenMP,4,3,0.001029968,71,1
easy_005,Easy,OpenMP,4,4,0.001180887,71,1
easy_005,Easy,OpenMP,4,5,0.001362801,71,1
easy_005,Easy,OpenMP,8,1,0.001847982,71,1
easy_005,Easy,OpenMP,8,2,0.010814905,71,1
easy_005,Easy,OpenMP,8,3,0.009768963,71,1
easy_005,Easy,OpenMP,8,4,0.020300865,71,1
easy_005,Easy,OpenMP,8,5,0.010338068,71,1
easy_005,Easy,OpenMP,16,1,0.011554003,71,1
easy_005,Easy,OpenMP,16,2,0.058863878,71,1
easy_005,Easy,OpenMP,16,3,0.012069941,71,1
easy_005,Easy,OpenMP,16,4,0.007816076,71,1
easy_005,Easy,OpenMP,16,5,0.015744925,71,1
easy_005,Easy,OMP-BranchBoundMRV,4,1,0.001142979,71,1
easy_005,Easy,OMP-BranchBoundMRV,4,2,0.001117945,71,1
easy_005,Easy,OMP-BranchBoundMRV,4,3,0.001218081,71,1
easy_005,Easy,OMP-BranchBoundMRV,4,4,0.001178026,71,1
easy_005,Easy,OMP-BranchBoundMRV,4,5,0.001237869,71,1
easy_005,Easy,OMP-BranchBoundMRV,8,1,0.005264997,71,1
easy_005,Easy,OMP-BranchBoundMRV,8,2,0.001432896,71,1
easy_005,Easy,OMP-BranchBoundMRV,8,3,0.002367973,71,1
easy_005,Easy,OMP-BranchBoundMRV,8,4,0.001168966,71,1
easy_005,Easy,OMP-BranchBoundMRV,8,5,0.001125097,71,1
easy_005,Easy,OMP-BranchBoundMRV,16,1,0.030407906,71,1
easy_005,Easy,OMP-BranchBoundMRV,16,2,0.028302908,71,1
easy_005,Easy,OMP-BranchBoundMRV,16,3,0.021372080,71,1
easy_005,Easy,OMP-BranchBoundMRV,16,4,0.040014982,71,1
easy_005,Easy,OMP-BranchBoundMRV,16,5,0.011084080,71,1
easy_006,Easy,Serial,1,1,0.001170417,1806,1
easy_006,Easy,Serial,1,2,0.001828333,1806,1
easy_006,Easy,Serial,1,3,0.000995875,1806,1
easy_006,Easy,Serial,1,4,0.001472208,1806,1
easy_006,Easy,Serial,1,5,0.001232667,1806,1
easy_006,Easy,Serial-MRV,1,1,0.001267459,77,1
easy_006,Easy,Serial-MRV,1,2,0.001159542,77,1
easy_006,Easy,Serial-MRV,1,3,0.001226292,77,1
easy_006,Easy,Serial-MRV,1,4,0.001986458,77,1
easy_006,Easy,Serial-MRV,1,5,0.002357167,77,1
easy_006,Easy,BranchBound,1,1,0.002364958,1806,1
easy_006,Easy,BranchBound,1,2,0.001969583,1806,1
easy_006,Easy,BranchBound,1,3,0.001947667,1806,1
easy_006,Easy,BranchBound,1,4,0.001250458,1806,1
easy_006,Easy,BranchBound,1,5,0.001997417,1806,1
easy_006,Easy,BranchBoundMRV,1,1,0.002443584,77,1
easy_006,Easy,BranchBoundMRV,1,2,0.002120125,77,1
easy_006,Easy,BranchBoundMRV,1,3,0.002361167,77,1
easy_006,Easy,BranchBoundMRV,1,4,0.001451125,77,1
easy_006,Easy,BranchBoundMRV,1,5,0.001375125,77,1
easy_006,Easy,OpenMP,4,1,0.001779079,77,1
easy_006,Easy,OpenMP,4,2,0.002257824,77,1
easy_006,Easy,OpenMP,4,3,0.002326965,77,1
easy_006,Easy,OpenMP,4,4,0.002863884,77,1
easy_006,Easy,OpenMP,4,5,0.003062010,77,1
easy_006,Easy,OpenMP,8,1,0.025382996,77,1
easy_006,Easy,OpenMP,8,2,0.018003941,77,1
easy_006,Easy,OpenMP,8,3,0.003851891,77,1
easy_006,Easy,OpenMP,8,4,0.051766872,77,1
easy_006,Easy,OpenMP,8,5,0.023679972,77,1
easy_006,Easy,OpenMP,16,1,0.119963169,77,1
easy_006,Easy,OpenMP,16,2,0.036226034,77,1
easy_006,Easy,OpenMP,16,3,0.013395071,77,1
easy_006,Easy,OpenMP,16,4,0.018868923,77,1
easy_006,Easy,OpenMP,16,5,0.013761997,77,1
easy_006,Easy,OMP-BranchBoundMRV,4,1,0.002650976,77,1
easy_006,Easy,OMP-BranchBoundMRV,4,2,0.001647949,77,1
easy_006,Easy,OMP-BranchBoundMRV,4,3,0.002822876,77,1
easy_006,Easy,OMP-BranchBoundMRV,4,4,0.001833916,77,1
easy_006,Easy,OMP-BranchBoundMRV,4,5,0.002055883,77,1
easy_006,Easy,OMP-BranchBoundMRV,8,1,0.010378122,77,1
easy_006,Easy,OMP-BranchBoundMRV,8,2,0.002476931,77,1
easy_006,Easy,OMP-BranchBoundMRV,8,3,0.002271891,77,1
easy_006,Easy,OMP-BranchBoundMRV,8,4,0.003921986,77,1
easy_006,Easy,OMP-BranchBoundMRV,8,5,0.012321949,77,1
easy_006,Easy,OMP-BranchBoundMRV,16,1,0.038071156,77,1
easy_006,Easy,OMP-BranchBoundMRV,16,2,0.007889032,77,1
easy_006,Easy,OMP-BranchBoundMRV,16,3,0.015450954,77,1
easy_006,Easy,OMP-BranchBoundMRV,16,4,0.008471966,77,1
easy_006,Easy,OMP-BranchBoundMRV,16,5,0.006826878,77,1
easy_007,Easy,Serial,1,1,0.002916416,5553,1
easy_007,Easy,Serial,1,2,0.002674292,5553,1
easy_007,Easy,Serial,1,3,0.002860125,5553,1
easy_007,Easy,Serial,1,4,0.002785292,5553,1
easy_007,Easy,Serial,1,5,0.002726459,5553,1
easy_007,Easy,Serial-MRV,1,1,0.000663167,51,1
easy_007,Easy,Serial-MRV,1,2,0.000630000,51,1
easy_007,Easy,Serial-MRV,1,3,0.000584625,51,1
easy_007,Easy,Serial-MRV,1,4,0.000583542,51,1
easy_007,Easy,Serial-MRV,1,5,0.000588250,51,1
easy_007,Easy,BranchBound,1,1,0.002787916,5553,1
easy_007,Easy,BranchBound,1,2,0.002527834,5553,1
easy_007,Easy,BranchBound,1,3,0.002583250,5553,1
easy_007,Easy,BranchBound,1,4,0.002561500,5553,1
easy_007,Easy,BranchBound,1,5,0.002790334,5553,1
easy_007,Easy,BranchBoundMRV,1,1,0.000752625,51,1
easy_007,Easy,BranchBoundMRV,1,2,0.000757917,51,1
easy_007,Easy,BranchBoundMRV,1,3,0.000768458,51,1
easy_007,Easy,BranchBoundMRV,1,4,0.000748083,51,1
easy_007,Easy,BranchBoundMRV,1,5,0.000753042,51,1
easy_007,Easy,OpenMP,4,1,0.000924110,51,1
easy_007,Easy,OpenMP,4,2,0.000865936,51,1
easy_007,Easy,OpenMP,4,3,0.000778913,51,1
easy_007,Easy,OpenMP,4,4,0.001147985,51,1
easy_007,Easy,OpenMP,4,5,0.000709057,51,1
easy_007,Easy,OpenMP,8,1,0.012772083,51,1
easy_007,Easy,OpenMP,8,2,0.002754211,51,1
easy_007,Easy,OpenMP,8,3,0.000746012,51,1
easy_007,Easy,OpenMP,8,4,0.000735998,51,1
easy_007,Easy,OpenMP,8,5,0.000730991,51,1
easy_007,Easy,OpenMP,16,1,0.016721010,51,1
easy_007,Easy,OpenMP,16,2,0.008533001,51,1
easy_007,Easy,OpenMP,16,3,0.008348942,51,1
easy_007,Easy,OpenMP,16,4,0.017020941,51,1
easy_007,Easy,OpenMP,16,5,0.007698059,51,1
easy_007,Easy,OMP-BranchBoundMRV,4,1,0.001014948,51,1
easy_007,Easy,OMP-BranchBoundMRV,4,2,0.001156092,51,1
easy_007,Easy,OMP-BranchBoundMRV,4,3,0.000851154,51,1
easy_007,Easy,OMP-BranchBoundMRV,4,4,0.000823975,51,1
easy_007,Easy,OMP-BranchBoundMRV,4,5,0.000813007,51,1
easy_007,Easy,OMP-BranchBoundMRV,8,1,0.000815868,51,1
easy_007,Easy,OMP-BranchBoundMRV,8,2,0.000804901,51,1
easy_007,Easy,OMP-BranchBoundMRV,8,3,0.003646851,51,1
easy_007,Easy,OMP-BranchBoundMRV,8,4,0.001443863,51,1
easy_007,Easy,OMP-BranchBoundMRV,8,5,0.001012802,51,1
easy_007,Easy,OMP-BranchBoundMRV,16,1,0.018297195,51,1
easy_007,Easy,OMP-BranchBoundMRV,16,2,0.017081976,51,1
easy_007,Easy,OMP-BranchBoundMRV,16,3,0.019784927,51,1
easy_007,Easy,OMP-BranchBoundMRV,16,4,0.024246216,51,1
easy_007,Easy,OMP-BranchBoundMRV,16,5,0.008287191,51,1
easy_008,Easy,Serial,1,1,0.000031625,70,1
easy_008,Easy,Serial,1,2,0.000028708,70,1
easy_008,Easy,Serial,1,3,0.000025666,70,1
easy_008,Easy,Serial,1,4,0.000024209,70,1
easy_008,Easy,Serial,1,5,0.000023709,70,1
easy_008,Easy,Serial-MRV,1,1,0.000467708,47,1
easy_008,Easy,Serial-MRV,1,2,0.000447250,47,1
easy_008,Easy,Serial-MRV,1,3,0.000454083,47,1
easy_008,Easy,Serial-MRV,1,4,0.000444042,47,1
easy_008,Easy,Serial-MRV,1,5,0.000450292,47,1
easy_008,Easy,BranchBound,1,1,0.000029125,70,1
easy_008,Easy,BranchBound,1,2,0.000026166,70,1
easy_008,Easy,BranchBound,1,3,0.000024917,70,1
easy_008,Easy,BranchBound,1,4,0.000030458,70,1
easy_008,Easy,BranchBound,1,5,0.000027625,70,1
easy_008,Easy,BranchBoundMRV,1,1,0.000543958,47,1
easy_008,Easy,BranchBoundMRV,1,2,0.000516708,47,1
easy_008,Easy,BranchBoundMRV,1,3,0.000512625,47,1
easy_008,Easy,BranchBoundMRV,1,4,0.000521708,47,1
easy_008,Easy,BranchBoundMRV,1,5,0.000513000,47,1
easy_008,Easy,OpenMP,4,1,0.000577927,47,1
easy_008,Easy,OpenMP,4,2,0.000565052,47,1
easy_008,Easy,OpenMP,4,3,0.000561953,47,1
easy_008,Easy,OpenMP,4,4,0.000567913,47,1
easy_008,Easy,OpenMP,4,5,0.000560999,47,1
easy_008,Easy,OpenMP,8,1,0.000574112,47,1
easy_008,Easy,OpenMP,8,2,0.000566959,47,1
easy_008,Easy,OpenMP,8,3,0.000586987,47,1
easy_008,Easy,OpenMP,8,4,0.006085157,47,1
easy_008,Easy,OpenMP,8,5,0.000560999,47,1
easy_008,Easy,OpenMP,16,1,0.022214174,47,1
easy_008,Easy,OpenMP,16,2,0.020142078,47,1
easy_008,Easy,OpenMP,16,3,0.034646988,47,1
easy_008,Easy,OpenMP,16,4,0.025168896,47,1
easy_008,Easy,OpenMP,16,5,0.001126051,47,1
easy_008,Easy,OMP-BranchBoundMRV,4,1,0.000648975,47,1
easy_008,Easy,OMP-BranchBoundMRV,4,2,0.000644207,47,1
easy_008,Easy,OMP-BranchBoundMRV,4,3,0.000638008,47,1
easy_008,Easy,OMP-BranchBoundMRV,4,4,0.000643015,47,1
easy_008,Easy,OMP-BranchBoundMRV,4,5,0.000643015,47,1
easy_008,Easy,OMP-BranchBoundMRV,8,1,0.000849962,47,1
easy_008,Easy,OMP-BranchBoundMRV,8,2,0.001155853,47,1
easy_008,Easy,OMP-BranchBoundMRV,8,3,0.000848055,47,1
easy_008,Easy,OMP-BranchBoundMRV,8,4,0.001105785,47,1
easy_008,Easy,OMP-BranchBoundMRV,8,5,0.000758886,47,1
easy_008,Easy,OMP-BranchBoundMRV,16,1,0.011934042,47,1
easy_008,Easy,OMP-BranchBoundMRV,16,2,0.006211996,47,1
easy_008,Easy,OMP-BranchBoundMRV,16,3,0.013733864,47,1
easy_008,Easy,OMP-BranchBoundMRV,16,4,0.006646872,47,1
easy_008,Easy,OMP-BranchBoundMRV,16,5,0.011795044,47,1
easy_009,Easy,Serial,1,1,0.000092459,221,1
easy_009,Easy,Serial,1,2,0.000131208,221,1
easy_009,Easy,Serial,1,3,0.000090583,221,1
easy_009,Easy,Serial,1,4,0.000083458,221,1
easy_009,Easy,Serial,1,5,0.000082500,221,1
easy_009,Easy,Serial-MRV,1,1,0.000496291,50,1
easy_009,Easy,Serial-MRV,1,2,0.000490083,50,1
easy_009,Easy,Serial-MRV,1,3,0.000482333,50,1
easy_009,Easy,Serial-MRV,1,4,0.000471083,50,1
easy_009,Easy,Serial-MRV,1,5,0.000472459,50,1
easy_009,Easy,BranchBound,1,1,0.000093167,221,1
easy_009,Easy,BranchBound,1,2,0.000089000,221,1
easy_009,Easy,BranchBound,1,3,0.000088542,221,1
easy_009,Easy,BranchBound,1,4,0.000089125,221,1
easy_009,Easy,BranchBound,1,5,0.000138792,221,1
easy_009,Easy,BranchBoundMRV,1,1,0.000578875,50,1
easy_009,Easy,BranchBoundMRV,1,2,0.000526834,50,1
easy_009,Easy,BranchBoundMRV,1,3,0.000574500,50,1
easy_009,Easy,BranchBoundMRV,1,4,0.000532916,50,1
easy_009,Easy,BranchBoundMRV,1,5,0.000534291,50,1
easy_009,Easy,OpenMP,4,1,0.000589848,50,1
easy_009,Easy,OpenMP,4,2,0.000575781,50,1
easy_009,Easy,OpenMP,4,3,0.000623941,50,1
easy_009,Easy,OpenMP,4,4,0.000569820,50,1
easy_009,Easy,OpenMP,4,5,0.000669003,50,1
easy_009,Easy,OpenMP,8,1,0.001308918,50,1
easy_009,Easy,OpenMP,8,2,0.000574112,50,1
easy_009,Easy,OpenMP,8,3,0.000856161,50,1
easy_009,Easy,OpenMP,8,4,0.000838995,50,1
easy_009,Easy,OpenMP,8,5,0.000583172,50,1
easy_009,Easy,OpenMP,16,1,0.021156073,50,1
easy_009,Easy,OpenMP,16,2,0.039288044,50,1
easy_009,Easy,OpenMP,16,3,0.023322105,50,1
easy_009,Easy,OpenMP,16,4,0.019798994,50,1
easy_009,Easy,OpenMP,16,5,0.034012079,50,1
easy_009,Easy,OMP-BranchBoundMRV,4,1,0.000707150,50,1
easy_009,Easy,OMP-BranchBoundMRV,4,2,0.000648022,50,1
